Ward,Precinct,Registered Voters,Ballots Cast,Turnout
1,1,1002,827,82.53%
1,2,858,656,76.46%
1,3,987,881,89.26%
1,4,1054,848,80.46%
1,5,944,801,84.85%
1,6,899,673,74.86%
1,7,625,516,82.56%
1,8,855,704,82.34%
1,9,673,527,78.31%
1,10,1118,932,83.36%
1,11,952,854,89.71%
1,12,1122,905,80.66%
1,13,444,365,82.21%
1,14,823,736,89.43%
1,15,866,661,76.33%
1,16,921,793,86.10%
1,17,838,635,75.78%
1,18,949,708,74.60%
1,19,1070,839,78.41%
1,20,707,546,77.23%
1,21,1284,1095,85.28%
1,22,622,495,79.58%
1,23,1098,923,84.06%
1,24,982,660,67.21%
1,25,906,705,77.81%
1,26,740,492,66.49%
1,27,985,808,82.03%
1,28,381,265,69.55%
1,29,1092,945,86.54%
1,30,1029,812,78.91%
1,31,893,678,75.92%
1,32,842,701,83.25%
1,33,1051,838,79.73%
1,34,666,570,85.59%
1,35,1149,911,79.29%
1,36,983,840,85.45%
1,37,889,763,85.83%
1,38,892,723,81.05%
1,39,824,618,75.00%
1,40,878,706,80.41%
1,41,518,415,80.12%
1,42,273,234,85.71%
1,43,576,465,80.73%
1,44,757,662,87.45%
2,1,1023,855,83.58%
2,2,616,538,87.34%
2,3,996,850,85.34%
2,4,860,753,87.56%
2,5,1089,890,81.73%
2,6,899,785,87.32%
2,7,1291,703,54.45%
2,8,1194,945,79.15%
2,9,865,751,86.82%
2,10,660,555,84.09%
2,11,864,741,85.76%
2,12,800,634,79.25%
2,13,686,600,87.46%
2,14,897,759,84.62%
2,15,898,710,79.06%
2,16,841,710,84.42%
2,17,982,833,84.83%
2,18,797,675,84.69%
2,19,586,493,84.13%
2,20,1167,1011,86.63%
2,21,920,777,84.46%
2,22,899,804,89.43%
2,23,549,477,86.89%
2,24,817,696,85.19%
2,25,942,844,89.60%
2,26,856,675,78.86%
2,27,777,662,85.20%
2,28,954,877,91.93%
2,29,959,834,86.97%
2,30,682,618,90.62%
2,31,930,829,89.14%
2,32,665,626,94.14%
2,33,1107,1017,91.87%
2,34,619,531,85.78%
2,35,1151,991,86.10%
2,36,936,836,89.32%
2,37,671,617,91.95%
2,38,739,667,90.26%
2,39,672,509,75.74%
2,40,1250,1039,83.12%
2,41,1051,889,84.59%
2,42,925,820,88.65%
2,43,1147,1000,87.18%
2,44,482,432,89.63%
2,45,1145,866,75.63%
2,46,510,423,82.94%
3,1,1238,848,68.50%
3,2,820,660,80.49%
3,3,891,588,65.99%
3,4,855,673,78.71%
3,5,631,366,58.00%
3,6,1067,984,92.22%
3,7,525,413,78.67%
3,8,747,513,68.67%
3,9,935,685,73.26%
3,10,550,326,59.27%
3,11,844,668,79.15%
3,12,706,589,83.43%
3,13,897,790,88.07%
3,14,924,778,84.20%
3,15,863,588,68.13%
3,16,773,495,64.04%
3,17,1182,966,81.73%
3,18,1391,905,65.06%
3,19,967,842,87.07%
3,20,912,659,72.26%
3,21,877,741,84.49%
3,22,1137,959,84.34%
3,23,796,550,69.10%
3,24,805,536,66.58%
3,25,1474,1235,83.79%
3,26,870,776,89.20%
3,27,1078,875,81.17%
3,28,585,394,67.35%
3,29,1070,688,64.30%
3,30,733,539,73.53%
3,31,933,723,77.49%
3,32,1342,1106,82.41%
3,33,998,870,87.17%
3,34,1235,1044,84.53%
3,35,1130,325,28.76%
3,36,573,305,53.23%
3,37,794,539,67.88%
3,38,597,454,76.05%
3,39,1611,1350,83.80%
3,40,917,693,75.57%
3,41,754,535,70.95%
4,1,1050,971,92.48%
4,2,1024,914,89.26%
4,3,740,546,73.78%
4,4,1100,840,76.36%
4,5,768,657,85.55%
4,6,929,756,81.38%
4,7,1010,797,78.91%
4,8,877,707,80.62%
4,9,804,679,84.45%
4,10,935,792,84.71%
4,11,908,650,71.59%
4,12,1064,792,74.44%
4,13,1056,969,91.76%
4,14,772,650,84.20%
4,15,870,714,82.07%
4,16,1446,1227,84.85%
4,17,909,822,90.43%
4,18,830,621,74.82%
4,19,820,543,66.22%
4,20,718,579,80.64%
4,21,861,798,92.68%
4,22,778,644,82.78%
4,23,958,824,86.01%
4,24,768,619,80.60%
4,25,977,897,91.81%
4,26,778,596,76.61%
4,27,1040,882,84.81%
4,28,709,586,82.65%
4,29,842,614,72.92%
4,30,1178,881,74.79%
4,31,672,605,90.03%
4,32,924,702,75.97%
4,33,773,615,79.56%
4,34,773,584,75.55%
4,35,923,731,79.20%
4,36,963,779,80.89%
4,37,1498,1293,86.32%
4,38,825,691,83.76%
5,1,804,592,73.63%
5,2,647,456,70.48%
5,3,711,670,94.23%
5,4,872,804,92.20%
5,5,782,564,72.12%
5,6,677,487,71.94%
5,7,639,629,98.44%
5,8,745,664,89.13%
5,9,800,727,90.88%
5,10,745,507,68.05%
5,11,701,616,87.87%
5,12,632,384,60.76%
5,13,779,526,67.52%
5,14,596,463,77.68%
5,15,693,619,89.32%
5,16,846,573,67.73%
5,17,774,501,64.73%
5,18,688,574,83.43%
5,19,658,584,88.75%
5,20,747,661,88.49%
5,21,680,622,91.47%
5,22,782,714,91.30%
5,23,1199,1072,89.41%
5,24,880,759,86.25%
5,25,717,543,75.73%
5,26,793,577,72.76%
5,27,657,667,101.52%
5,28,820,606,73.90%
5,29,833,621,74.55%
5,30,639,396,61.97%
5,31,685,455,66.42%
5,32,777,646,83.14%
5,33,845,638,75.50%
5,34,743,680,91.52%
5,35,870,785,90.23%
5,36,643,390,60.65%
5,37,750,643,85.73%
5,38,808,576,71.29%
5,39,584,536,91.78%
5,40,611,459,75.12%
5,41,314,289,92.04%
6,1,659,522,79.21%
6,2,681,481,70.63%
6,3,682,521,76.39%
6,4,607,376,61.94%
6,5,619,344,55.57%
6,6,733,556,75.85%
6,7,750,491,65.47%
6,8,659,481,72.99%
6,9,760,488,64.21%
6,10,640,374,58.44%
6,11,681,415,60.94%
6,12,654,385,58.87%
6,13,568,364,64.08%
6,14,705,452,64.11%
6,15,824,454,55.10%
6,16,691,508,73.52%
6,17,660,357,54.09%
6,18,679,389,57.29%
6,19,682,422,61.88%
6,20,622,315,50.64%
6,21,541,255,47.13%
6,22,567,315,55.56%
6,23,531,284,53.48%
6,24,523,273,52.20%
6,25,511,265,51.86%
6,26,616,385,62.50%
6,27,572,298,52.10%
6,28,519,252,48.55%
6,29,642,496,77.26%
6,30,669,407,60.84%
6,31,667,473,70.91%
6,32,670,450,67.16%
6,33,656,470,71.65%
6,34,644,485,75.31%
6,35,603,439,72.80%
6,36,659,519,78.76%
6,37,647,492,76.04%
6,38,668,508,76.05%
6,39,670,414,61.79%
6,40,678,426,62.83%
6,41,672,479,71.28%
6,42,741,484,65.32%
6,43,711,452,63.57%
6,44,795,555,69.81%
6,45,670,477,71.19%
6,46,541,361,66.73%
6,47,536,353,65.86%
6,48,698,474,67.91%
7,1,730,494,67.67%
7,2,788,496,62.94%
7,3,622,455,73.15%
7,4,653,447,68.45%
7,5,650,447,68.77%
7,6,763,593,77.72%
7,7,806,478,59.31%
7,8,621,376,60.55%
7,9,1002,779,77.74%
7,10,755,530,70.20%
7,11,792,535,67.55%
7,12,766,481,62.79%
7,13,465,317,68.17%
7,14,860,544,63.26%
7,15,630,447,70.95%
7,16,783,459,58.62%
7,17,646,372,57.59%
7,18,667,460,68.97%
7,19,646,436,67.49%
7,20,690,371,53.77%
7,21,578,356,61.59%
7,22,691,409,59.19%
7,23,592,421,71.11%
7,24,617,390,63.21%
7,25,716,391,54.61%
7,26,528,367,69.51%
7,27,600,366,61.00%
7,28,574,364,63.41%
7,29,637,410,64.36%
7,30,635,363,57.17%
7,31,573,341,59.51%
7,32,740,554,74.86%
7,33,725,552,76.14%
7,34,816,549,67.28%
7,35,738,483,65.45%
7,36,734,538,73.30%
7,37,652,468,71.78%
7,38,666,389,58.41%
7,39,621,407,65.54%
7,40,602,388,64.45%
7,41,694,423,60.95%
7,42,634,402,63.41%
7,43,673,431,64.04%
7,44,651,396,60.83%
7,45,854,481,56.32%
7,46,258,181,70.16%
8,1,732,423,57.79%
8,2,774,453,58.53%
8,3,667,517,77.51%
8,4,659,514,78.00%
8,5,673,489,72.66%
8,6,679,455,67.01%
8,7,705,519,73.62%
8,8,601,460,76.54%
8,9,460,415,90.22%
8,10,709,565,79.69%
8,11,581,388,66.78%
8,12,620,414,66.77%
8,13,831,542,65.22%
8,14,679,420,61.86%
8,15,724,451,62.29%
8,16,255,153,60.00%
8,17,557,402,72.17%
8,18,795,462,58.11%
8,19,682,502,73.61%
8,20,732,540,73.77%
8,21,914,608,66.52%
8,22,626,437,69.81%
8,23,712,382,53.65%
8,24,358,267,74.58%
8,25,711,480,67.51%
8,26,693,432,62.34%
8,27,707,516,72.98%
8,28,710,472,66.48%
8,29,771,530,68.74%
8,30,731,519,71.00%
8,31,566,371,65.55%
8,32,524,371,70.80%
8,33,678,397,58.55%
8,34,647,440,68.01%
8,35,721,547,75.87%
8,36,693,474,68.40%
8,37,484,368,76.03%
8,38,548,355,64.78%
8,39,627,456,72.73%
8,40,546,395,72.34%
8,41,733,516,70.40%
8,42,857,606,70.71%
8,43,432,274,63.43%
8,44,504,355,70.44%
8,45,774,425,54.91%
8,46,550,376,68.36%
8,47,604,399,66.06%
8,48,700,440,62.86%
8,49,632,431,68.20%
8,50,676,469,69.38%
8,51,644,473,73.45%
8,52,795,569,71.57%
8,53,376,280,74.47%
8,54,677,405,59.82%
8,55,534,371,69.48%
8,56,664,486,73.19%
9,1,691,456,65.99%
9,2,584,361,61.82%
9,3,774,343,44.32%
9,4,524,348,66.41%
9,5,661,434,65.66%
9,6,648,418,64.51%
9,7,657,352,53.58%
9,8,780,479,61.41%
9,9,712,515,72.33%
9,10,606,352,58.09%
9,11,536,325,60.63%
9,12,707,517,73.13%
9,13,703,493,70.13%
9,14,722,498,68.98%
9,15,1297,585,45.10%
9,16,636,423,66.51%
9,17,630,348,55.24%
9,18,508,318,62.60%
9,19,655,442,67.48%
9,20,676,419,61.98%
9,21,678,428,63.13%
9,22,654,484,74.01%
9,23,739,505,68.34%
9,24,638,445,69.75%
9,25,633,432,68.25%
9,26,1000,566,56.60%
9,27,584,373,63.87%
9,28,640,290,45.31%
9,29,768,403,52.47%
9,30,616,384,62.34%
9,31,681,370,54.33%
9,32,680,454,66.76%
9,33,642,350,54.52%
9,34,663,376,56.71%
9,35,606,410,67.66%
9,36,634,392,61.83%
9,37,896,676,75.45%
9,38,682,437,64.08%
9,39,689,462,67.05%
9,40,747,485,64.93%
9,41,549,371,67.58%
9,42,653,462,70.75%
9,43,727,418,57.50%
9,44,589,381,64.69%
9,45,595,373,62.69%
9,46,708,420,59.32%
9,47,679,458,67.45%
9,48,682,468,68.62%
9,49,697,487,69.87%
9,50,827,608,73.52%
9,51,593,427,72.01%
10,1,644,395,61.34%
10,2,727,498,68.50%
10,3,897,536,59.75%
10,4,739,396,53.59%
10,5,699,417,59.66%
10,6,692,438,63.29%
10,7,654,371,56.73%
10,8,540,274,50.74%
10,9,728,484,66.48%
10,10,781,537,68.76%
10,11,1086,628,57.83%
10,12,580,356,61.38%
10,13,865,442,51.10%
10,14,961,633,65.87%
10,15,1300,818,62.92%
10,16,680,398,58.53%
10,17,978,665,68.00%
10,18,540,292,54.07%
10,19,793,523,65.95%
10,20,805,519,64.47%
10,21,841,518,61.59%
10,22,564,293,51.95%
10,23,778,430,55.27%
10,24,711,514,72.29%
10,25,252,143,56.75%
10,26,781,358,45.84%
10,27,898,451,50.22%
10,28,931,557,59.83%
10,29,827,519,62.76%
10,30,771,460,59.66%
10,31,784,417,53.19%
10,32,807,519,64.31%
10,33,671,386,57.53%
10,34,684,356,52.05%
10,35,762,538,70.60%
10,36,220,139,63.18%
11,1,940,650,69.15%
11,2,165,56,33.94%
11,3,782,629,80.43%
11,4,825,523,63.39%
11,5,1175,777,66.13%
11,6,1112,918,82.55%
11,7,715,584,81.68%
11,8,934,574,61.46%
11,9,846,543,64.18%
11,10,986,624,63.29%
11,11,954,690,72.33%
11,12,1109,785,70.78%
11,13,1039,755,72.67%
11,14,649,428,65.95%
11,15,370,257,69.46%
11,16,709,454,64.03%
11,17,942,721,76.54%
11,18,816,524,64.22%
11,19,1101,792,71.93%
11,20,615,450,73.17%
11,21,899,713,79.31%
11,22,1073,743,69.25%
11,23,444,343,77.25%
11,24,791,651,82.30%
11,25,923,751,81.37%
11,26,820,637,77.68%
11,27,476,264,55.46%
11,28,486,299,61.52%
11,29,900,707,78.56%
11,30,644,355,55.12%
11,31,833,613,73.59%
11,32,358,279,77.93%
11,33,896,776,86.61%
11,34,331,251,75.83%
11,35,209,139,66.51%
11,36,468,301,64.32%
11,37,369,231,62.60%
11,38,489,310,63.39%
12,1,776,518,66.75%
12,2,765,476,62.22%
12,3,923,625,67.71%
12,4,840,589,70.12%
12,5,814,506,62.16%
12,6,1030,633,61.46%
12,7,820,479,58.41%
12,8,933,547,58.63%
12,9,754,474,62.86%
12,10,1015,655,64.53%
12,11,950,572,60.21%
12,12,981,534,54.43%
12,13,965,583,60.41%
12,14,867,471,54.33%
12,15,913,486,53.23%
12,16,934,476,50.96%
12,17,974,614,63.04%
12,18,923,450,48.75%
12,19,811,521,64.24%
12,20,1108,610,55.05%
12,21,892,549,61.55%
12,22,927,490,52.86%
12,23,867,563,64.94%
13,1,542,438,80.81%
13,2,466,374,80.26%
13,3,555,383,69.01%
13,4,684,505,73.83%
13,5,740,540,72.97%
13,6,518,431,83.20%
13,7,563,386,68.56%
13,8,483,353,73.08%
13,9,672,477,70.98%
13,10,483,402,83.23%
13,11,616,486,78.90%
13,12,638,427,66.93%
13,13,586,434,74.06%
13,14,672,446,66.37%
13,15,852,651,76.41%
13,16,495,332,67.07%
13,17,555,398,71.71%
13,18,520,382,73.46%
13,19,857,572,66.74%
13,20,423,326,77.07%
13,21,644,529,82.14%
13,22,638,520,81.50%
13,23,563,372,66.07%
13,24,631,453,71.79%
13,25,651,464,71.27%
13,26,683,467,68.37%
13,27,585,452,77.26%
13,28,547,346,63.25%
13,29,538,361,67.10%
13,30,512,356,69.53%
13,31,670,507,75.67%
13,32,538,412,76.58%
13,33,545,436,80.00%
13,34,708,440,62.15%
13,35,576,399,69.27%
13,36,458,320,69.87%
13,37,659,448,67.98%
13,38,500,388,77.60%
13,39,611,422,69.07%
13,40,617,448,72.61%
13,41,753,535,71.05%
13,42,607,478,78.75%
13,43,627,458,73.05%
13,44,683,462,67.64%
13,45,687,476,69.29%
13,46,775,515,66.45%
13,47,741,527,71.12%
13,48,521,397,76.20%
14,1,737,565,76.66%
14,2,1025,655,63.90%
14,3,802,492,61.35%
14,4,693,535,77.20%
14,5,1193,712,59.68%
14,6,393,264,67.18%
14,7,984,649,65.96%
14,8,958,606,63.26%
14,9,831,644,77.50%
14,10,583,361,61.92%
14,11,475,293,61.68%
14,12,797,556,69.76%
14,13,726,448,61.71%
14,14,739,485,65.63%
14,15,894,540,60.40%
14,16,608,370,60.86%
14,17,683,433,63.40%
14,18,343,244,71.14%
14,19,769,466,60.60%
14,20,616,381,61.85%
14,21,758,478,63.06%
14,22,1039,711,68.43%
14,23,633,431,68.09%
14,24,769,611,79.45%
14,25,494,294,59.51%
14,26,575,382,66.43%
14,27,799,507,63.45%
14,28,625,411,65.76%
14,29,639,376,58.84%
14,30,534,327,61.24%
14,31,475,266,56.00%
15,1,858,440,51.28%
15,2,499,270,54.11%
15,3,542,292,53.87%
15,4,891,504,56.57%
15,5,908,471,51.87%
15,6,959,510,53.18%
15,7,557,295,52.96%
15,8,856,485,56.66%
15,9,1099,652,59.33%
15,10,1125,666,59.20%
15,11,1052,595,56.56%
15,12,993,585,58.91%
15,13,944,488,51.69%
15,14,860,438,50.93%
15,15,850,441,51.88%
15,16,962,550,57.17%
15,17,514,285,55.45%
15,18,489,268,54.81%
15,19,818,415,50.73%
15,20,580,289,49.83%
15,21,444,244,54.95%
15,22,637,299,46.94%
15,23,595,312,52.44%
15,24,565,292,51.68%
16,1,991,583,58.83%
16,2,733,359,48.98%
16,3,572,320,55.94%
16,4,690,424,61.45%
16,5,588,265,45.07%
16,6,623,327,52.49%
16,7,697,364,52.22%
16,8,572,267,46.68%
16,9,653,340,52.07%
16,10,630,327,51.90%
16,11,704,379,53.84%
16,12,643,334,51.94%
16,13,781,440,56.34%
16,14,549,290,52.82%
16,15,621,349,56.20%
16,16,561,317,56.51%
16,17,918,498,54.25%
16,18,725,428,59.03%
16,19,655,368,56.18%
16,20,506,277,54.74%
16,21,600,334,55.67%
16,22,657,338,51.45%
16,23,916,501,54.69%
16,24,341,188,55.13%
16,25,693,421,60.75%
16,26,535,280,52.34%
16,27,566,291,51.41%
16,28,519,332,63.97%
16,29,558,309,55.38%
16,30,511,302,59.10%
16,31,630,352,55.87%
16,32,875,495,56.57%
16,33,547,293,53.56%
16,34,575,315,54.78%
16,35,967,540,55.84%
16,36,449,255,56.79%
17,1,742,495,66.71%
17,2,718,441,61.42%
17,3,747,440,58.90%
17,4,819,526,64.22%
17,5,551,339,61.52%
17,6,760,453,59.61%
17,7,828,446,53.86%
17,8,689,406,58.93%
17,9,539,339,62.89%
17,10,845,560,66.27%
17,11,572,339,59.27%
17,12,993,621,62.54%
17,13,653,364,55.74%
17,14,839,490,58.40%
17,15,731,447,61.15%
17,16,843,506,60.02%
17,17,764,443,57.98%
17,18,686,476,69.39%
17,19,542,261,48.15%
17,20,760,510,67.11%
17,21,710,507,71.41%
17,22,673,401,59.58%
17,23,530,289,54.53%
17,24,730,441,60.41%
17,25,608,352,57.89%
17,26,794,446,56.17%
17,27,711,404,56.82%
17,28,551,354,64.25%
17,29,669,426,63.68%
17,30,713,429,60.17%
17,31,553,261,47.20%
17,32,624,345,55.29%
17,33,561,301,53.65%
17,34,582,297,51.03%
17,35,593,292,49.24%
17,36,590,402,68.14%
17,37,603,338,56.05%
17,38,827,477,57.68%
17,39,625,432,69.12%
17,40,718,453,63.09%
17,41,759,549,72.33%
18,1,670,452,67.46%
18,2,780,538,68.97%
18,3,617,446,72.29%
18,4,658,500,75.99%
18,5,497,294,59.15%
18,6,621,440,70.85%
18,7,759,494,65.09%
18,8,642,463,72.12%
18,9,576,443,76.91%
18,10,763,564,73.92%
18,11,659,444,67.37%
18,12,645,438,67.91%
18,13,712,505,70.93%
18,14,676,478,70.71%
18,15,844,532,63.03%
18,16,632,438,69.30%
18,17,738,487,65.99%
18,18,571,360,63.05%
18,19,607,416,68.53%
18,20,533,352,66.04%
18,21,749,582,77.70%
18,22,692,501,72.40%
18,23,723,474,65.56%
18,24,778,504,64.78%
18,25,757,527,69.62%
18,26,688,545,79.22%
18,27,647,408,63.06%
18,28,702,486,69.23%
18,29,766,541,70.63%
18,30,843,610,72.36%
18,31,737,508,68.93%
18,32,659,472,71.62%
18,33,573,366,63.87%
18,34,657,509,77.47%
18,35,674,518,76.85%
18,36,735,516,70.20%
18,37,714,514,71.99%
18,38,613,425,69.33%
18,39,794,417,52.52%
18,40,761,520,68.33%
18,41,719,549,76.36%
18,42,673,428,63.60%
18,43,616,426,69.16%
18,44,698,462,66.19%
18,45,790,495,62.66%
18,46,814,554,68.06%
18,47,559,366,65.47%
18,48,536,336,62.69%
18,49,558,316,56.63%
18,50,628,382,60.83%
19,1,588,482,81.97%
19,2,817,695,85.07%
19,3,557,478,85.82%
19,4,773,654,84.61%
19,5,669,594,88.79%
19,6,726,620,85.40%
19,7,585,500,85.47%
19,8,776,618,79.64%
19,9,479,398,83.09%
19,10,731,650,88.92%
19,11,675,550,81.48%
19,12,595,500,84.03%
19,13,748,603,80.61%
19,14,757,594,78.47%
19,15,908,752,82.82%
19,16,664,549,82.68%
19,17,553,463,83.73%
19,18,582,515,88.49%
19,19,803,677,84.31%
19,20,569,431,75.75%
19,21,749,586,78.24%
19,22,666,583,87.54%
19,23,658,565,85.87%
19,24,486,407,83.74%
19,25,612,513,83.82%
19,26,631,541,85.74%
19,27,625,514,82.24%
19,28,741,602,81.24%
19,29,774,620,80.10%
19,30,653,548,83.92%
19,31,577,496,85.96%
19,32,585,496,84.79%
19,33,729,614,84.22%
19,34,539,476,88.31%
19,35,566,484,85.51%
19,36,908,730,80.40%
19,37,614,514,83.71%
19,38,593,488,82.29%
19,39,307,247,80.46%
19,40,676,583,86.24%
19,41,665,556,83.61%
19,42,501,440,87.82%
19,43,926,701,75.70%
19,44,796,655,82.29%
19,45,679,555,81.74%
19,46,651,553,84.95%
19,47,898,725,80.73%
19,48,901,639,70.92%
19,49,739,625,84.57%
19,50,556,454,81.65%
19,51,696,602,86.49%
19,52,841,669,79.55%
19,53,602,511,84.88%
19,54,595,485,81.51%
19,55,594,499,84.01%
19,56,624,562,90.06%
19,57,504,437,86.71%
20,1,691,484,70.04%
20,2,355,186,52.39%
20,3,621,412,66.34%
20,4,479,243,50.73%
20,5,813,560,68.88%
20,6,462,234,50.65%
20,7,924,564,61.04%
20,8,660,436,66.06%
20,9,893,665,74.47%
20,10,574,336,58.54%
20,11,959,629,65.59%
20,12,680,460,67.65%
20,13,840,509,60.60%
20,14,364,283,77.75%
20,15,1022,515,50.39%
20,16,759,582,76.68%
20,17,667,331,49.63%
20,18,555,342,61.62%
20,19,752,502,66.76%
20,20,727,376,51.72%
20,21,684,398,58.19%
20,22,796,630,79.15%
20,23,794,465,58.56%
20,24,769,624,81.14%
20,25,617,354,57.37%
20,26,652,467,71.63%
20,27,441,278,63.04%
20,28,498,295,59.24%
20,29,790,565,71.52%
20,30,368,227,61.68%
20,31,873,598,68.50%
20,32,711,413,58.09%
20,33,452,290,64.16%
20,34,693,637,91.92%
20,35,806,359,44.54%
20,36,285,159,55.79%
20,37,251,144,57.37%
20,38,309,173,55.99%
20,39,59,40,67.80%
21,1,706,511,72.38%
21,2,604,406,67.22%
21,3,725,460,63.45%
21,4,745,447,60.00%
21,5,694,487,70.17%
21,6,635,401,63.15%
21,7,624,466,74.68%
21,8,710,493,69.44%
21,9,664,479,72.14%
21,10,603,393,65.17%
21,11,679,439,64.65%
21,12,678,419,61.80%
21,13,726,475,65.43%
21,14,754,490,64.99%
21,15,622,423,68.01%
21,16,662,448,67.67%
21,17,666,413,62.01%
21,18,733,529,72.17%
21,19,748,501,66.98%
21,20,635,425,66.93%
21,21,604,385,63.74%
21,22,636,418,65.72%
21,23,624,424,67.95%
21,24,698,470,67.34%
21,25,610,400,65.57%
21,26,742,506,68.19%
21,27,705,490,69.50%
21,28,872,555,63.65%
21,29,735,494,67.21%
21,30,665,417,62.71%
21,31,458,338,73.80%
21,32,708,465,65.68%
21,33,627,397,63.32%
21,34,703,448,63.73%
21,35,777,543,69.88%
21,36,654,456,69.72%
21,37,541,341,63.03%
21,38,778,474,60.93%
21,39,687,411,59.83%
21,40,650,436,67.08%
21,41,689,482,69.96%
21,42,763,504,66.06%
21,43,737,467,63.36%
21,44,751,488,64.98%
21,45,677,439,64.84%
21,46,699,490,70.10%
21,47,669,433,64.72%
21,48,717,453,63.18%
21,49,714,503,70.45%
21,50,583,341,58.49%
21,51,658,463,70.36%
21,52,685,472,68.91%
21,53,548,382,69.71%
21,54,624,414,66.35%
22,1,403,270,67.00%
22,2,839,609,72.59%
22,3,1216,732,60.20%
22,4,757,400,52.84%
22,5,848,472,55.66%
22,6,815,469,57.55%
22,7,606,381,62.87%
22,8,1005,690,68.66%
22,9,771,391,50.71%
22,10,1061,643,60.60%
22,11,810,406,50.12%
22,12,677,426,62.92%
22,13,882,516,58.50%
22,14,759,407,53.62%
22,15,707,398,56.29%
22,16,660,395,59.85%
22,17,953,652,68.42%
22,18,792,406,51.26%
22,19,368,232,63.04%
22,20,857,473,55.19%
22,21,802,473,58.98%
22,22,913,470,51.48%
22,23,814,538,66.09%
22,24,1031,566,54.90%
22,25,845,466,55.15%
23,1,581,471,81.07%
23,2,687,513,74.67%
23,3,584,462,79.11%
23,4,684,542,79.24%
23,5,729,502,68.86%
23,6,782,519,66.37%
23,7,680,444,65.29%
23,8,868,587,67.63%
23,9,677,465,68.69%
23,10,805,546,67.83%
23,11,856,545,63.67%
23,12,639,528,82.63%
23,13,726,455,62.67%
23,14,628,469,74.68%
23,15,695,439,63.17%
23,16,619,486,78.51%
23,17,663,387,58.37%
23,18,592,444,75.00%
23,19,693,405,58.44%
23,20,637,336,52.75%
23,21,588,472,80.27%
23,22,658,498,75.68%
23,23,598,463,77.42%
23,24,657,421,64.08%
23,25,766,430,56.14%
23,26,730,478,65.48%
23,27,563,453,80.46%
23,28,690,543,78.70%
23,29,551,421,76.41%
23,30,881,561,63.68%
23,31,630,428,67.94%
23,32,763,447,58.58%
23,33,814,529,64.99%
23,34,808,534,66.09%
23,35,544,386,70.96%
23,36,632,483,76.42%
23,37,646,529,81.89%
23,38,610,449,73.61%
23,39,737,513,69.61%
24,1,654,380,58.10%
24,2,705,416,59.01%
24,3,786,488,62.09%
24,4,541,348,64.33%
