Ward,Precinct,Registered Voters,Ballots Cast,Turnout
42,42,401,316,78.80%
42,43,514,412,80.16%
42,44,990,793,80.10%
42,45,555,472,85.05%
42,46,777,518,66.67%
42,47,338,284,84.02%
42,48,573,447,78.01%
42,49,444,280,63.06%
42,50,723,614,84.92%
42,51,757,641,84.68%
42,52,299,267,89.30%
42,53,724,599,82.73%
42,54,517,438,84.72%
42,55,743,615,82.77%
42,56,987,821,83.18%
42,57,637,501,78.65%
42,58,637,498,78.18%
42,59,1117,875,78.33%
42,60,466,370,79.40%
42,61,459,362,78.87%
42,62,341,280,82.11%
42,63,457,402,87.96%
42,64,312,238,76.28%
42,65,750,573,76.40%
42,66,709,555,78.28%
42,67,1447,1220,84.31%
42,68,845,679,80.36%
42,69,643,499,77.60%
43,1,750,617,82.27%
43,2,760,633,83.29%
43,3,665,576,86.62%
43,4,832,719,86.42%
43,5,659,549,83.31%
43,6,634,478,75.39%
43,7,743,587,79.00%
43,8,799,653,81.73%
43,9,695,600,86.33%
43,10,757,605,79.92%
43,11,610,518,84.92%
43,12,810,702,86.67%
43,13,424,357,84.20%
43,14,448,366,81.70%
43,15,510,450,88.24%
43,16,605,509,84.13%
43,17,768,657,85.55%
43,18,677,565,83.46%
43,19,694,537,77.38%
43,20,703,579,82.36%
43,21,717,590,82.29%
43,22,692,576,83.24%
43,23,481,427,88.77%
43,24,767,625,81.49%
43,25,616,520,84.42%
43,26,430,400,93.02%
43,27,544,456,83.82%
43,28,729,596,81.76%
43,29,673,541,80.39%
43,30,601,487,81.03%
43,31,778,654,84.06%
43,32,601,517,86.02%
43,33,665,538,80.90%
43,34,540,422,78.15%
43,35,682,575,84.31%
43,36,639,530,82.94%
43,37,666,576,86.49%
43,38,658,541,82.22%
43,39,421,358,85.04%
43,40,264,227,85.98%
43,41,442,362,81.90%
43,42,458,382,83.41%
43,43,722,482,66.76%
43,44,831,683,82.19%
43,45,258,201,77.91%
43,46,652,516,79.14%
43,47,589,474,80.48%
43,48,849,609,71.73%
43,49,621,524,84.38%
43,50,562,469,83.45%
43,51,750,574,76.53%
43,52,661,547,82.75%
43,53,735,584,79.46%
43,54,549,465,84.70%
43,55,564,463,82.09%
43,56,625,491,78.56%
43,57,735,543,73.88%
43,58,569,483,84.89%
43,59,490,425,86.73%
44,1,464,413,89.01%
44,2,429,391,91.14%
44,3,502,430,85.66%
44,4,572,458,80.07%
44,5,904,718,79.42%
44,6,895,743,83.02%
44,7,590,519,87.97%
44,8,490,367,74.90%
44,9,674,595,88.28%
44,10,702,545,77.64%
44,11,775,664,85.68%
44,12,474,413,87.13%
44,13,518,451,87.07%
44,14,756,591,78.17%
44,15,846,686,81.09%
44,16,817,713,87.27%
44,17,692,587,84.83%
44,18,655,531,81.07%
44,19,462,421,91.13%
44,20,873,726,83.16%
44,21,1015,816,80.39%
44,22,727,579,79.64%
44,23,748,632,84.49%
44,24,572,509,88.99%
44,25,805,717,89.07%
44,26,689,584,84.76%
44,27,959,820,85.51%
44,28,647,531,82.07%
44,29,957,803,83.91%
44,30,672,553,82.29%
44,31,935,761,81.39%
44,32,530,448,84.53%
44,33,921,803,87.19%
44,34,511,449,87.87%
44,35,514,432,84.05%
44,36,890,756,84.94%
44,37,814,692,85.01%
44,38,858,676,78.79%
44,39,920,776,84.35%
44,40,837,698,83.39%
44,41,700,601,85.86%
44,42,998,804,80.56%
44,43,905,799,88.29%
44,44,809,677,83.68%
44,45,939,804,85.62%
44,46,459,420,91.50%
44,47,1084,902,83.21%
44,48,362,321,88.67%
44,49,877,759,86.55%
44,50,858,722,84.15%
44,51,692,567,81.94%
45,1,579,389,67.18%
45,2,671,495,73.77%
45,3,594,439,73.91%
45,4,696,546,78.45%
45,5,622,495,79.58%
45,6,625,445,71.20%
45,7,665,490,73.68%
45,8,568,372,65.49%
45,9,666,478,71.77%
45,10,823,576,69.99%
45,11,590,428,72.54%
45,12,630,484,76.83%
45,13,673,482,71.62%
45,14,773,512,66.24%
45,15,648,467,72.07%
45,16,648,485,74.85%
45,17,530,368,69.43%
45,18,527,406,77.04%
45,19,548,438,79.93%
45,20,625,426,68.16%
45,21,612,438,71.57%
45,22,612,431,70.42%
45,23,615,462,75.12%
45,24,723,542,74.97%
45,25,654,471,72.02%
45,26,627,474,75.60%
45,27,584,404,69.18%
45,28,603,413,68.49%
45,29,707,534,75.53%
45,30,585,432,73.85%
45,31,679,503,74.08%
45,32,479,308,64.30%
45,33,557,385,69.12%
45,34,514,349,67.90%
45,35,600,450,75.00%
45,36,463,393,84.88%
45,37,729,502,68.86%
45,38,684,514,75.15%
45,39,648,500,77.16%
45,40,646,477,73.84%
45,41,475,323,68.00%
45,42,535,389,72.71%
45,43,602,393,65.28%
45,44,601,458,76.21%
45,45,534,363,67.98%
45,46,620,451,72.74%
45,47,638,450,70.53%
45,48,598,448,74.92%
45,49,530,403,76.04%
45,50,613,404,65.91%
45,51,632,441,69.78%
45,52,573,410,71.55%
45,53,485,357,73.61%
46,1,815,700,85.89%
46,2,692,569,82.23%
46,3,795,649,81.64%
46,4,776,537,69.20%
46,5,712,538,75.56%
46,6,888,664,74.77%
46,7,476,410,86.13%
46,8,842,614,72.92%
46,9,731,609,83.31%
46,10,630,502,79.68%
46,11,817,598,73.19%
46,12,734,613,83.51%
46,13,781,637,81.56%
46,14,626,489,78.12%
46,15,710,613,86.34%
46,16,571,489,85.64%
46,17,778,634,81.49%
46,18,640,548,85.63%
46,19,786,660,83.97%
46,20,607,464,76.44%
46,21,317,248,78.23%
46,22,764,484,63.35%
46,23,571,439,76.88%
46,24,788,592,75.13%
46,25,958,709,74.01%
46,26,839,585,69.73%
46,27,944,759,80.40%
46,28,843,716,84.93%
46,29,515,438,85.05%
46,30,722,565,78.25%
46,31,663,590,88.99%
46,32,762,431,56.56%
46,33,753,609,80.88%
46,34,798,620,77.69%
46,35,843,628,74.50%
46,36,616,498,80.84%
46,37,547,461,84.28%
46,38,714,466,65.27%
46,39,734,616,83.92%
46,40,707,446,63.08%
46,41,850,580,68.24%
46,42,824,586,71.12%
46,43,889,705,79.30%
46,44,690,541,78.41%
46,45,754,595,78.91%
46,46,619,462,74.64%
46,47,522,307,58.81%
47,1,740,661,89.32%
47,2,446,388,87.00%
47,3,463,414,89.42%
47,4,599,532,88.81%
47,5,686,579,84.40%
47,6,635,575,90.55%
47,7,627,530,84.53%
47,8,801,637,79.53%
47,9,431,377,87.47%
47,10,517,491,94.97%
47,11,1002,888,88.62%
47,12,612,527,86.11%
47,13,692,661,95.52%
47,14,520,415,79.81%
47,15,728,619,85.03%
47,16,562,477,84.88%
47,17,628,508,80.89%
47,18,706,624,88.39%
47,19,645,560,86.82%
47,20,746,623,83.51%
47,21,587,522,88.93%
47,22,584,512,87.67%
47,23,319,288,90.28%
47,24,860,727,84.53%
47,25,872,723,82.91%
47,26,1092,963,88.19%
47,27,645,571,88.53%
47,28,785,679,86.50%
47,29,768,630,82.03%
47,30,813,640,78.72%
47,31,696,599,86.06%
47,32,741,626,84.48%
47,33,625,525,84.00%
47,34,800,678,84.75%
47,35,911,814,89.35%
47,36,1017,895,88.00%
47,37,809,754,93.20%
47,38,710,655,92.25%
47,39,644,600,93.17%
47,40,641,561,87.52%
47,41,1085,923,85.07%
47,42,585,498,85.13%
47,43,469,405,86.35%
47,44,818,655,80.07%
47,45,646,563,87.15%
47,46,553,461,83.36%
47,47,602,531,88.21%
47,48,84,72,85.71%
47,49,498,385,77.31%
47,50,694,584,84.15%
47,51,391,338,86.45%
47,52,248,216,87.10%
48,1,681,543,79.74%
48,2,489,392,80.16%
48,3,910,734,80.66%
48,4,769,572,74.38%
48,5,438,375,85.62%
48,6,872,629,72.13%
48,7,503,415,82.50%
48,8,440,355,80.68%
48,9,537,426,79.33%
48,10,414,344,83.09%
48,11,656,533,81.25%
48,12,652,527,80.83%
48,13,502,399,79.48%
48,14,820,564,68.78%
48,15,587,416,70.87%
48,16,585,485,82.91%
48,17,706,603,85.41%
48,18,568,393,69.19%
48,19,500,392,78.40%
48,20,332,269,81.02%
48,21,709,539,76.02%
48,22,606,522,86.14%
48,23,552,389,70.47%
48,24,681,440,64.61%
48,25,651,509,78.19%
48,26,614,501,81.60%
48,27,430,310,72.09%
48,28,415,340,81.93%
48,29,418,315,75.36%
48,30,492,425,86.38%
48,31,651,460,70.66%
48,32,599,468,78.13%
48,33,379,321,84.70%
48,34,812,582,71.67%
48,35,393,226,57.51%
48,36,419,352,84.01%
48,37,573,459,80.10%
48,38,549,460,83.79%
48,39,453,376,83.00%
48,40,501,375,74.85%
48,41,522,409,78.35%
48,42,472,393,83.26%
48,43,724,613,84.67%
48,44,715,569,79.58%
48,45,523,405,77.44%
48,46,487,396,81.31%
48,47,688,515,74.85%
48,48,583,475,81.48%
48,49,350,247,70.57%
48,50,601,507,84.36%
48,51,635,558,87.87%
48,52,577,412,71.40%
48,53,424,279,65.80%
48,54,657,470,71.54%
49,1,729,531,72.84%
49,2,754,595,78.91%
49,3,379,321,84.70%
49,4,352,261,74.15%
49,5,674,501,74.33%
49,6,623,536,86.04%
49,7,456,376,82.46%
49,8,614,517,84.20%
49,9,498,395,79.32%
49,10,497,404,81.29%
49,11,497,352,70.82%
49,12,622,507,81.51%
49,13,617,535,86.71%
49,14,526,441,83.84%
49,15,698,458,65.62%
49,16,472,366,77.54%
49,17,276,185,67.03%
49,18,347,290,83.57%
49,19,687,424,61.72%
49,20,795,555,69.81%
49,21,208,174,83.65%
49,22,516,387,75.00%
49,23,569,444,78.03%
49,24,592,451,76.18%
49,25,609,539,88.51%
49,26,626,493,78.75%
49,27,906,768,84.77%
49,28,499,370,74.15%
49,29,691,584,84.52%
49,30,566,503,88.87%
49,31,439,370,84.28%
49,32,412,336,81.55%
49,33,435,367,84.37%
49,34,668,492,73.65%
49,35,649,544,83.82%
49,36,796,716,89.95%
49,37,817,698,85.43%
49,38,536,423,78.92%
49,39,629,479,76.15%
49,40,510,408,80.00%
49,41,557,448,80.43%
49,42,710,561,79.01%
50,1,681,530,77.83%
50,2,751,543,72.30%
50,3,529,416,78.64%
50,4,613,452,73.74%
50,5,668,504,75.45%
50,6,453,315,69.54%
50,7,583,461,79.07%
50,8,700,428,61.14%
50,9,598,391,65.38%
50,10,588,407,69.22%
50,11,584,464,79.45%
50,12,298,240,80.54%
50,13,915,569,62.19%
50,14,228,187,82.02%
50,15,580,483,83.28%
50,16,238,205,86.13%
50,17,754,440,58.36%
50,18,602,393,65.28%
50,19,665,419,63.01%
50,20,606,444,73.27%
50,21,583,443,75.99%
50,22,879,633,72.01%
50,23,598,387,64.72%
50,24,874,575,65.79%
50,25,666,445,66.82%
50,26,725,416,57.38%
50,27,202,156,77.23%
50,28,694,453,65.27%
50,29,724,490,67.68%
50,30,568,378,66.55%
50,31,184,145,78.80%
50,32,771,531,68.87%
50,33,593,414,69.81%
50,34,679,425,62.59%
50,35,662,518,78.25%
50,36,600,441,73.50%
50,37,627,468,74.64%
50,38,268,240,89.55%
50,39,608,401,65.95%
50,40,719,544,75.66%
50,41,691,534,77.28%
50,42,527,400,75.90%
50,43,792,526,66.41%
50,44,530,365,68.87%
50,45,336,231,68.75%
