Registered Voters,Ballots Cast,Turnout,
Precinct,Registered Voters,Ballots Cast,Turnout
1,711,442,62.17%
2,652,444,68.10%
3,660,429,65.00%
4,616,427,69.32%
5,335,241,71.94%
6,278,235,84.53%
7,875,536,61.26%
8,658,505,76.75%
9,870,481,55.29%
10,847,607,71.66%
11,1352,923,68.27%
12,845,511,60.47%
13,683,470,68.81%
14,753,451,59.89%
15,248,168,67.74%
16,565,333,58.94%
17,720,437,60.69%
18,480,355,73.96%
19,613,419,68.35%
20,673,473,70.28%
21,661,401,60.67%
22,619,429,69.31%
23,1010,605,59.90%
24,788,451,57.23%
25,909,587,64.58%
26,913,566,61.99%
27,664,493,74.25%
28,723,544,75.24%
29,678,280,41.30%
30,98,72,73.47%
31,1024,609,59.47%
32,799,492,61.58%
33,911,561,61.58%
34,1340,923,68.88%
35,965,580,60.10%
36,493,284,57.61%
37,1090,649,59.54%
38,469,232,49.47%
39,627,379,60.45%
40,1007,612,60.77%
41,593,373,62.90%
42,865,551,63.70%
43,1006,634,63.02%
44,606,357,58.91%
45,645,526,81.55%
46,1198,849,70.87%
Total,"34,135","21,926",64.23%
,,,
Ward 29,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,826,636,77.00%
2,1180,777,65.85%
3,1000,641,64.10%
4,940,610,64.89%
5,810,522,64.44%
6,858,486,56.64%
7,689,507,73.58%
8,906,537,59.27%
9,747,579,77.51%
10,785,622,79.24%
11,517,343,66.34%
12,860,633,73.60%
13,894,605,67.67%
14,801,510,63.67%
15,869,611,70.31%
16,909,596,65.57%
17,763,521,68.28%
18,877,552,62.94%
19,873,597,68.38%
20,1133,742,65.49%
21,1196,749,62.63%
22,694,448,64.55%
23,798,570,71.43%
24,738,521,70.60%
25,871,612,70.26%
26,755,537,71.13%
27,682,482,70.67%
28,1070,680,63.55%
29,849,557,65.61%
30,802,620,77.31%
31,870,559,64.25%
32,830,535,64.46%
33,528,389,73.67%
34,497,340,68.41%
35,694,413,59.51%
36,681,452,66.37%
37,795,506,63.65%
38,825,541,65.58%
39,846,507,59.93%
40,870,612,70.34%
41,703,474,67.43%
42,933,603,64.63%
43,807,607,75.22%
44,1051,680,64.70%
Total,"36,622","24,621",67.23%
,,,
Ward 30,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,850,597,70.24%
2,859,542,63.10%
3,558,396,70.97%
4,826,532,64.41%
5,747,471,63.05%
6,672,424,63.10%
7,835,569,68.14%
8,876,582,66.44%
9,745,470,63.09%
10,973,625,64.23%
11,812,509,62.68%
12,820,541,65.98%
13,748,486,64.97%
14,648,384,59.26%
15,586,435,74.23%
16,456,277,60.75%
17,815,527,64.66%
18,929,613,65.98%
19,939,538,57.29%
20,831,559,67.27%
21,655,411,62.75%
22,1008,689,68.35%
23,949,607,63.96%
24,1042,655,62.86%
25,1083,713,65.84%
26,572,363,63.46%
27,544,355,65.26%
28,778,561,72.11%
29,596,376,63.09%
30,426,255,59.86%
31,506,351,69.37%
32,556,413,74.28%
Total,"24,240","15,826",65.29%
,,,
Ward 31,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,635,364,57.32%
2,525,304,57.90%
3,556,364,65.47%
4,653,476,72.89%
5,568,377,66.37%
6,495,321,64.85%
7,725,556,76.69%
8,522,288,55.17%
9,657,417,63.47%
10,610,361,59.18%
11,496,334,67.34%
12,539,338,62.71%
13,659,396,60.09%
14,556,355,63.85%
15,558,337,60.39%
16,661,448,67.78%
17,603,354,58.71%
18,559,336,60.11%
19,504,313,62.10%
20,547,360,65.81%
21,554,371,66.97%
22,579,360,62.18%
23,571,356,62.35%
24,598,375,62.71%
25,589,355,60.27%
26,584,393,67.29%
27,673,404,60.03%
28,606,345,56.93%
29,625,378,60.48%
30,507,304,59.96%
31,538,367,68.22%
32,545,339,62.20%
33,562,368,65.48%
34,600,389,64.83%
35,637,389,61.07%
36,549,368,67.03%
37,541,341,63.03%
38,620,396,63.87%
39,645,408,63.26%
40,672,407,60.57%
41,630,359,56.98%
Total,"24,053","15,171",63.07%
,,,
Ward 32,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,1061,765,72.10%
2,880,758,86.14%
3,861,704,81.77%
4,793,633,79.82%
5,841,690,82.05%
6,914,752,82.28%
7,924,724,78.35%
8,999,805,80.58%
9,880,682,77.50%
10,938,722,76.97%
11,733,604,82.40%
12,663,490,73.91%
13,922,721,78.20%
14,826,674,81.60%
15,792,645,81.44%
16,806,648,80.40%
17,833,646,77.55%
18,774,646,83.46%
19,820,639,77.93%
20,830,642,77.35%
21,798,682,85.46%
22,1055,852,80.76%
23,810,678,83.70%
24,729,575,78.88%
25,811,651,80.27%
26,844,674,79.86%
27,792,658,83.08%
28,845,633,74.91%
29,864,711,82.29%
30,796,682,85.68%
31,875,721,82.40%
32,793,662,83.48%
33,853,697,81.71%
34,869,720,82.85%
35,821,692,84.29%
36,863,716,82.97%
37,875,660,75.43%
38,809,665,82.20%
39,910,745,81.87%
40,829,724,87.33%
41,824,688,83.50%
42,780,613,78.59%
43,734,581,79.16%
Total,"36,269","29,270",80.70%
,,,
Ward 33,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,948,685,72.26%
2,1155,863,74.72%
3,1009,780,77.30%
4,1117,866,77.53%
5,859,603,70.20%
6,842,612,72.68%
7,1020,744,72.94%
8,970,805,82.99%
9,951,740,77.81%
10,816,612,75.00%
11,983,732,74.47%
12,932,689,73.93%
13,851,651,76.50%
14,494,356,72.06%
15,985,737,74.82%
16,1205,904,75.02%
17,1001,748,74.73%
18,1204,863,71.68%
19,1031,725,70.32%
20,982,773,78.72%
21,936,709,75.75%
22,832,623,74.88%
23,881,702,79.68%
24,964,800,82.99%
25,1083,807,74.52%
26,681,537,78.85%
27,991,737,74.37%
28,823,625,75.94%
Total,"26,546","20,028",75.45%
,,,
Ward 34,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,758,512,67.55%
2,697,386,55.38%
3,824,550,66.75%
4,723,422,58.37%
5,682,448,65.69%
6,787,547,69.50%
7,751,524,69.77%
8,704,432,61.36%
9,786,454,57.76%
10,726,467,64.33%
11,798,449,56.27%
12,794,523,65.87%
13,756,523,69.18%
14,741,431,58.16%
15,839,491,58.52%
16,777,453,58.30%
17,921,628,68.19%
18,765,401,52.42%
19,893,631,70.66%
20,776,542,69.85%
21,781,534,68.37%
22,658,449,68.24%
23,651,412,63.29%
24,760,470,61.84%
25,778,524,67.35%
26,823,534,64.88%
27,727,459,63.14%
28,678,383,56.49%
29,684,405,59.21%
30,604,422,69.87%
31,806,457,56.70%
32,779,484,62.13%
33,738,473,64.09%
34,744,521,70.03%
35,849,557,65.61%
36,668,443,66.32%
37,716,364,50.84%
38,661,302,45.69%
39,754,388,51.46%
40,807,562,69.64%
41,635,365,57.48%
42,681,461,67.69%
43,605,427,70.58%
44,722,478,66.20%
45,752,503,66.89%
46,481,316,65.70%
47,823,514,62.45%
48,742,494,66.58%
49,881,578,65.61%
50,725,453,62.48%
51,707,505,71.43%
52,518,352,67.95%
53,667,388,58.17%
Total,"39,103","24,791",63.40%
,,,
Ward 35,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,809,588,72.68%
2,759,554,72.99%
3,805,544,67.58%
4,767,551,71.84%
5,721,521,72.26%
6,805,539,66.96%
7,785,574,73.12%
8,785,600,76.43%
9,801,583,72.78%
10,930,728,78.28%
11,865,609,70.40%
12,778,427,54.88%
13,785,438,55.80%
14,782,475,60.74%
15,930,662,71.18%
16,751,408,54.33%
17,876,665,75.91%
18,742,469,63.21%
19,757,382,50.46%
20,782,547,69.95%
21,822,522,63.50%
22,938,669,71.32%
23,798,577,72.31%
24,761,527,69.25%
25,877,706,80.50%
26,751,491,65.38%
27,765,535,69.93%
28,808,543,67.20%
29,879,568,64.62%
30,864,588,68.06%
31,809,625,77.26%
Total,"25,087","17,215",68.62%
,,,
Ward 36,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,803,557,69.36%
2,803,532,66.25%
3,645,466,72.25%
4,886,533,60.16%
5,825,526,63.76%
6,796,466,58.54%
7,794,577,72.67%
8,685,428,62.48%
9,812,491,60.47%
10,876,587,67.01%
11,663,427,64.40%
12,727,355,48.83%
13,632,366,57.91%
14,784,543,69.26%
15,790,543,68.73%
16,774,520,67.18%
17,812,548,67.49%
18,776,503,64.82%
19,938,621,66.20%
20,789,508,64.39%
21,829,500,60.31%
22,772,479,62.05%
23,812,488,60.10%
24,856,550,64.25%
25,861,517,60.05%
26,782,484,61.89%
27,731,498,68.13%
28,786,492,62.60%
29,866,566,65.36%
30,789,516,65.40%
Total,"23,694","15,187",64.10%
,,,
Ward 37,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,798,444,55.64%
2,686,404,58.89%
3,737,423,57.39%
4,731,440,60.19%
5,815,516,63.31%
6,784,510,65.05%
7,708,372,52.54%
8,745,411,55.17%
9,885,565,63.84%
10,882,582,65.99%
11,778,436,56.04%
12,748,416,55.61%
13,687,402,58.52%
14,881,546,61.98%
15,865,534,61.73%
16,848,546,64.39%
17,764,462,60.47%
18,819,483,58.97%
19,811,453,55.86%
20,783,443,56.58%
21,782,469,59.97%
22,836,466,55.74%
23,738,495,67.07%
24,807,534,66.17%
25,787,483,61.37%
26,853,586,68.70%
27,829,532,64.17%
28,694,455,65.56%
29,810,520,64.20%
30,841,489,58.15%
31,840,547,65.12%
32,755,474,62.78%
33,871,580,66.59%
34,832,511,61.42%
35,805,518,64.35%
36,820,516,62.93%
37,950,592,62.32%
38,847,536,63.28%
39,815,502,61.60%
40,800,526,65.75%
41,740,488,65.95%
Total,"32,807","20,207",61.59%
,,,
Ward 38,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,732,475,64.89%
2,757,559,73.84%
3,832,571,68.63%
4,760,513,67.50%
5,799,560,70.09%
6,867,559,64.48%
7,788,522,66.24%
8,777,511,65.77%
9,839,581,69.25%
10,715,501,70.07%
11,686,479,69.83%
12,797,549,68.88%
13,862,571,66.24%
14,822,566,68.86%
15,731,501,68.54%
16,775,553,71.35%
17,860,618,71.86%
18,803,548,68.24%
19,855,602,70.41%
20,826,574,69.49%
21,772,466,60.36%
22,715,498,69.65%
23,798,563,70.55%
24,818,596,72.86%
25,681,462,67.84%
26,779,548,70.35%
27,824,575,69.78%
28,877,636,72.52%
29,793,509,64.19%
30,847,536,63.28%
31,713,532,74.61%
32,801,515,64.29%
33,805,546,67.83%
34,762,527,69.16%
35,782,533,68.16%
36,721,479,66.44%
37,783,532,67.94%
38,766,482,62.92%
39,816,570,69.85%
40,754,524,69.50%
41,672,487,72.47%
Total,"32,162","22,029",68.49%
,,,
Ward 39,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,645,527,81.71%
2,708,558,78.81%
3,779,583,74.84%
4,648,505,77.93%
5,738,567,76.83%
6,867,555,64.01%
7,648,468,72.22%
8,872,621,71.22%
9,802,576,71.82%
10,356,264,74.16%
11,719,510,70.93%
12,1064,745,70.02%
13,778,519,66.71%
14,729,530,72.70%
15,849,616,72.56%
16,797,541,67.88%
17,761,553,72.67%
18,776,530,68.30%
19,743,539,72.54%
20,874,653,74.71%
21,729,516,70.78%
22,724,536,74.03%
23,722,542,75.07%
24,852,679,79.69%
25,791,495,62.58%
26,730,543,74.38%
27,116,97,83.62%
28,842,631,74.94%
29,489,317,64.83%
30,918,696,75.82%
31,792,509,64.27%
32,783,515,65.77%
33,923,666,72.16%
34,893,627,70.21%
35,756,547,72.35%
36,350,193,55.14%
37,643,524,81.49%
38,360,296,82.22%
39,449,337,75.06%
40,690,486,70.43%
41,763,591,77.46%
42,686,582,84.84%
43,738,576,78.05%
44,550,434,78.91%
45,649,505,77.81%
Total,"32,091","23,400",72.92%
,,,
Ward 40,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,827,571,69.04%
2,785,580,73.89%
3,923,750,81.26%
4,553,347,62.75%
5,836,619,74.04%
6,869,717,82.51%
7,713,595,83.45%
8,895,730,81.56%
9,728,544,74.73%
10,964,678,70.33%
11,753,604,80.21%
12,600,491,81.83%
13,1005,901,89.65%
14,830,548,66.02%
15,878,550,62.64%
16,900,749,83.22%
17,702,525,74.79%
18,825,577,69.94%
19,1032,762,73.84%
20,927,620,66.88%
21,839,682,81.29%
22,747,592,79.25%
23,914,679,74.29%
24,833,591,70.95%
25,838,714,85.20%
26,737,595,80.73%
27,1060,805,75.94%
28,836,653,78.11%
29,765,573,74.90%
30,671,520,77.50%
31,806,668,82.88%
32,828,657,79.35%
33,692,596,86.13%
34,787,552,70.14%
35,771,495,64.20%
36,685,565,82.48%
37,878,663,75.51%
38,857,743,86.70%
39,349,225,64.47%
Total,"31,438","24,026",76.42%
,,,
Ward 41,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,705,525,74.47%
2,752,595,79.12%
3,728,515,70.74%
4,700,563,80.43%
5,874,660,75.51%
6,784,637,81.25%
7,788,642,81.47%
8,726,569,78.37%
9,777,581,74.77%
10,738,597,80.89%
11,852,642,75.35%
12,866,606,69.98%
13,902,695,77.05%
14,774,640,82.69%
15,918,702,76.47%
16,762,558,73.23%
17,752,584,77.66%
18,682,532,78.01%
19,775,631,81.42%
20,693,461,66.52%
21,754,541,71.75%
22,793,598,75.41%
23,870,627,72.07%
24,792,532,67.17%
25,976,604,61.89%
26,703,543,77.24%
27,850,559,65.76%
28,1067,714,66.92%
29,826,535,64.77%
30,780,569,72.95%
31,794,613,77.20%
32,638,473,74.14%
33,742,554,74.66%
34,684,502,73.39%
35,855,656,76.73%
36,723,559,77.32%
37,839,634,75.57%
38,767,530,69.10%
39,776,610,78.61%
40,770,619,80.39%
41,788,587,74.49%
42,750,604,80.53%
43,804,620,77.11%
44,772,603,78.11%
45,765,559,73.07%
46,746,577,77.35%
47,771,567,73.54%
Total,"36,943","27,624",74.77%
,,,
Ward 42,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,748,646,86.36%
2,1068,832,77.90%
3,926,766,82.72%
4,1576,1292,81.98%
5,738,587,79.54%
6,786,665,84.61%
7,985,836,84.87%
8,800,640,80.00%
9,1110,796,71.71%
10,1060,918,86.60%
11,604,492,81.46%
12,705,579,82.13%
13,680,578,85.00%
14,1076,903,83.92%
15,819,652,79.61%
16,872,740,84.86%
17,1153,1017,88.20%
18,1098,921,83.88%
19,1092,925,84.71%
20,1008,819,81.25%
21,885,741,83.73%
22,501,408,81.44%
23,915,781,85.36%
24,839,718,85.58%
25,997,804,80.64%
26,1025,861,84.00%
27,588,509,86.56%
28,896,810,90.40%
29,916,773,84.39%
30,668,579,86.68%
31,1065,906,85.07%
32,977,807,82.60%
33,926,792,85.53%
34,788,645,81.85%
35,1229,984,80.07%
36,1470,1190,80.95%
37,680,546,80.29%
38,864,696,80.56%
39,1016,852,83.86%
40,1193,982,82.31%
41,878,743,84.62%
42,1295,1149,88.73%
Total,"39,515","32,880",83.21%
,,,
Ward 43,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,453,370,81.68%
2,839,717,85.46%
3,844,694,82.23%
4,1111,942,84.79%
5,738,617,83.60%
6,646,528,81.73%
7,563,464,82.42%
8,678,559,82.45%
9,875,711,81.26%
10,970,802,82.68%
11,832,682,81.97%
12,568,504,88.73%
13,801,685,85.52%
14,789,661,83.78%
15,886,788,88.94%
16,1024,825,80.57%
17,676,582,86.09%
18,899,775,86.21%
19,871,749,85.99%
20,897,764,85.17%
21,945,745,78.84%
22,595,502,84.37%
23,606,503,83.00%
24,730,605,82.88%
25,624,548,87.82%
26,514,441,85.80%
27,778,675,86.76%
28,1115,890,79.82%
29,817,701,85.80%
30,1042,892,85.60%
31,870,708,81.38%
32,892,775,86.88%
33,824,703,85.32%
34,561,502,89.48%
35,943,797,84.52%
36,478,414,86.61%
37,1000,825,82.50%
38,745,599,80.40%
39,906,779,85.98%
40,684,562,82.16%
41,1044,900,86.21%
42,816,665,81.50%
43,863,733,84.94%
44,801,665,83.02%
45,480,415,86.46%
46,488,412,84.43%
Total,"36,121","30,375",84.09%
,,,
Ward 44,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,1269,1135,89.44%
2,937,714,76.20%
3,501,443,88.42%
4,822,694,84.43%
5,940,802,85.32%
6,1085,942,86.82%
7,605,529,87.44%
8,1072,942,87.87%
9,852,690,80.99%
10,910,741,81.43%
11,961,798,83.04%
12,865,783,90.52%
13,790,644,81.52%
14,797,695,87.20%
15,813,672,82.66%
16,935,797,85.24%
17,1072,943,87.97%
18,958,745,77.77%
19,999,874,87.49%
20,912,769,84.32%
21,967,866,89.56%
22,906,767,84.66%
23,852,743,87.21%
24,620,539,86.94%
25,871,735,84.39%
26,996,834,83.73%
27,938,822,87.63%
28,875,760,86.86%
29,997,833,83.55%
30,988,844,85.43%
31,836,660,78.95%
32,1020,856,83.92%
33,824,748,90.78%
34,915,760,83.06%
35,996,860,86.35%
36,920,775,84.24%
37,896,798,89.06%
38,958,754,78.71%
39,893,735,82.31%
40,857,735,85.76%
41,1098,966,87.98%
Total,"37,318","31,742",85.06%
,,,
Ward 45,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,535,464,86.73%
2,659,472,71.62%
3,636,503,79.09%
4,817,649,79.44%
5,730,543,74.38%
6,856,664,77.57%
7,1018,768,75.44%
8,782,571,73.02%
9,828,581,70.17%
10,840,599,71.31%
11,648,438,67.59%
12,790,536,67.85%
13,631,470,74.48%
14,1031,711,68.96%
15,867,653,75.32%
16,663,456,68.78%
17,864,626,72.45%
18,890,577,64.83%
19,466,325,69.74%
20,584,435,74.49%
21,704,495,70.31%
22,761,537,70.57%
23,770,537,69.74%
24,680,437,64.26%
25,483,353,73.08%
26,437,310,70.94%
27,738,522,70.73%
28,650,472,72.62%
29,564,379,67.20%
30,712,524,73.60%
31,645,442,68.53%
32,721,471,65.33%
33,545,371,68.07%
34,837,571,68.22%
35,782,556,71.10%
36,769,549,71.39%
37,748,522,69.79%
38,746,476,63.81%
39,810,543,67.04%
40,742,534,71.97%
41,735,521,70.88%
42,707,530,74.96%
43,759,558,73.52%
44,722,531,73.55%
45,534,377,70.60%
46,613,446,72.76%
47,579,414,71.50%
48,634,445,70.19%
Total,"34,262","24,464",71.40%
,,,
Ward 46,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,781,509,65.17%
2,739,593,80.24%
3,882,791,89.68%
4,770,602,78.18%
5,1039,830,79.88%
6,863,668,77.40%
7,816,723,88.60%
8,761,519,68.20%
9,835,708,84.79%
10,1256,1090,86.78%
11,865,685,79.19%
12,847,708,83.59%
13,793,672,84.74%
14,1047,769,73.45%
15,882,715,81.07%
16,864,717,82.99%
17,899,756,84.09%
18,945,760,80.42%
19,508,467,91.93%
20,848,566,66.75%
21,748,523,69.92%
22,774,532,68.73%
23,748,504,67.38%
24,866,729,84.18%
25,813,637,78.35%
26,863,675,78.22%
27,974,840,86.24%
28,725,647,89.24%
29,745,587,78.79%
30,842,709,84.20%
31,825,721,87.39%
32,950,701,73.79%
33,857,768,89.61%
34,1012,799,78.95%
35,963,811,84.22%
36,721,641,88.90%
37,632,509,80.54%
38,959,733,76.43%
39,806,671,83.25%
40,702,574,81.77%
Total,"33,765","27,159",80.44%
,,,
Ward 47,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,563,424,75.31%
2,767,671,87.48%
3,779,649,83.31%
4,812,688,84.73%
5,848,714,84.20%
6,932,781,83.80%
7,763,614,80.47%
8,795,676,85.03%
9,726,626,86.23%
10,988,840,85.02%
11,811,696,85.82%
12,822,711,86.50%
13,712,611,85.81%
14,706,605,85.69%
15,963,794,82.45%
16,772,621,80.44%
17,806,634,78.66%
18,834,696,83.45%
19,1022,829,81.12%
20,750,621,82.80%
21,759,608,80.11%
22,829,736,88.78%
23,845,708,83.79%
24,794,693,87.28%
25,966,786,81.37%
26,1070,913,85.33%
27,707,611,86.42%
28,775,624,80.52%
29,834,697,83.57%
30,958,827,86.33%
31,798,649,81.33%
32,879,776,88.28%
33,806,673,83.50%
34,800,694,86.75%
35,829,682,82.27%
36,891,767,86.08%
37,807,725,89.84%
38,779,673,86.39%
39,787,666,84.63%
40,708,631,89.12%
41,861,762,88.50%
42,758,658,86.81%
43,773,664,85.90%
44,883,701,79.39%
45,770,636,82.60%
46,732,600,81.97%
47,928,815,87.82%
48,83,75,90.36%
Total,"38,580","32,551",84.37%
,,,
Ward 48,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,708,587,82.91%
2,366,302,82.51%
3,966,788,81.57%
4,753,634,84.20%
5,402,340,84.58%
6,1003,803,80.06%
7,764,633,82.85%
8,443,357,80.59%
9,546,461,84.43%
10,981,845,86.14%
11,597,496,83.08%
12,895,743,83.02%
13,965,792,82.07%
14,441,358,81.18%
15,577,448,77.64%
16,851,680,79.91%
17,717,607,84.66%
18,682,463,67.89%
19,555,429,77.30%
20,844,687,81.40%
21,1101,830,75.39%
22,599,518,86.48%
23,873,724,82.93%
24,946,769,81.29%
25,678,544,80.24%
26,439,362,82.46%
27,1788,1280,71.59%
28,1007,810,80.44%
29,367,308,83.92%
30,620,546,88.06%
31,1181,943,79.85%
32,877,712,81.19%
33,403,356,88.34%
34,617,553,89.63%
35,859,457,53.20%
36,424,373,87.97%
37,833,665,79.83%
38,748,614,82.09%
39,613,523,85.32%
40,628,550,87.58%
41,999,823,82.38%
42,959,765,79.77%
43,861,661,76.77%
44,882,752,85.26%
45,583,482,82.68%
46,525,433,82.48%
Total,"34,466","27,806",80.68%
,,,
Ward 49,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,765,478,62.48%
2,536,425,79.29%
3,953,707,74.19%
4,1087,803,73.87%
5,902,647,71.73%
6,811,613,75.59%
7,867,726,83.74%
8,726,556,76.58%
9,871,682,78.30%
10,834,626,75.06%
11,998,776,77.76%
12,1121,928,82.78%
13,959,788,82.17%
14,753,555,73.71%
15,703,525,74.68%
16,847,631,74.50%
17,646,513,79.41%
18,988,823,83.30%
19,851,633,74.38%
20,1149,935,81.38%
21,584,422,72.26%
22,908,679,74.78%
23,1011,773,76.46%
24,830,598,72.05%
25,1094,882,80.62%
26,1003,776,77.37%
27,1039,815,78.44%
28,1104,860,77.90%
29,966,761,78.78%
30,962,768,79.83%
31,722,538,74.52%
32,954,688,72.12%
33,729,573,78.60%
Total,"29,273","22,503",76.87%
,,,
Ward 50,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,700,536,76.57%
2,502,347,69.12%
3,651,453,69.59%
4,812,582,71.67%
5,592,410,69.26%
6,895,597,66.70%
7,742,588,79.25%
8,777,565,72.72%
9,667,452,67.77%
10,912,617,67.65%
11,562,404,71.89%
12,298,246,82.55%
13,1038,687,66.18%
14,218,188,86.24%
15,737,571,77.48%
16,225,187,83.11%
17,868,546,62.90%
18,156,127,81.41%
19,658,420,63.83%
20,778,577,74.16%
21,676,475,70.27%
22,773,531,68.69%
23,629,384,61.05%
24,757,489,64.60%
25,781,504,64.53%
26,940,635,67.55%
27,193,172,89.12%
28,920,674,73.26%
29,845,590,69.82%
30,636,410,64.47%
31,1027,689,67.09%
32,971,701,72.19%
33,585,453,77.44%
34,899,696,77.42%
35,828,643,77.66%
36,733,496,67.67%
37,687,535,77.87%
38,277,225,81.23%
39,659,431,65.40%
40,829,580,69.96%
Total,"27,433","19,413",70.77%
